TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
578000000.0	606673.5	449379.6	1406427.1
579000000.0	606674.8	449380.2	1406437.0
580000000.0	606676.1	449380.9	1406446.8
581000000.0	606677.3	449381.6	1406456.6
582000000.0	606678.6	449382.3	1406466.4
583000000.0	606679.9	449383.0	1406476.2
584000000.0	606681.1	449383.6	1406485.9
585000000.0	606682.4	449384.3	1406495.6
586000000.0	606683.7	449385.0	1406505.3
587000000.0	606684.9	449385.6	1406514.9
588000000.0	606686.1	449386.3	1406524.5
589000000.0	606687.4	449387.0	1406534.0
590000000.0	606688.6	449387.6	1406543.5
591000000.0	606689.9	449388.3	1406553.0
592000000.0	606691.1	449388.9	1406562.5
593000000.0	606692.3	449389.6	1406571.9
594000000.0	606693.5	449390.2	1406581.3
595000000.0	606694.8	449390.9	1406590.7
596000000.0	606696.0	449391.5	1406600.0
597000000.0	606697.2	449392.2	1406609.3
598000000.0	606698.4	449392.8	1406618.6
599000000.0	606699.6	449393.4	1406627.9
600000000.0	606700.8	449394.1	1406637.1
601000000.0	606702.0	449394.7	1406646.2
602000000.0	606703.2	449395.3	1406655.4
603000000.0	606704.4	449396.0	1406664.5
604000000.0	606705.5	449396.6	1406673.6
605000000.0	606706.7	449397.2	1406682.7
606000000.0	606707.9	449397.8	1406691.7
607000000.0	606709.1	449398.5	1406700.7
608000000.0	606710.2	449399.1	1406709.7
609000000.0	606711.4	449399.7	1406718.6
610000000.0	606712.5	449400.3	1406727.5
611000000.0	606713.7	449400.9	1406736.4
612000000.0	606714.9	449401.5	1406745.3
613000000.0	606716.0	449402.2	1406754.1
614000000.0	606717.1	449402.8	1406762.9
615000000.0	606718.3	449403.4	1406771.7
616000000.0	606719.4	449404.0	1406780.4
617000000.0	606720.6	449404.6	1406789.1
618000000.0	606721.7	449405.2	1406797.8
619000000.0	606722.8	449405.8	1406806.4
620000000.0	606723.9	449406.4	1406815.1
621000000.0	606725.0	449407.0	1406823.7
622000000.0	606726.2	449407.6	1406832.2
623000000.0	606727.3	449408.1	1406840.8
624000000.0	606728.4	449408.7	1406849.3
625000000.0	606729.5	449409.3	1406857.8
